dataset,model,seed,rate,accuracy,recall_g0,recall_g1,masking_gap,exploratory
COMPAS,RF,55,0.1,0.600379,0.627057,0.481781,0.024239,False
COMPAS,RF,55,0.2,0.575758,0.59415,0.42915,0.032525,False
COMPAS,XGB,55,0.0,0.653409,0.687386,0.437247,0.0,False
COMPAS,XGB,55,0.05,0.642677,0.656307,0.42915,0.020346,False
COMPAS,XGB,55,0.1,0.629419,0.630713,0.425101,0.032683,False
COMPAS,XGB,55,0.2,0.616793,0.592322,0.404858,0.058448,False
COMPAS,LGB,55,0.0,0.660985,0.705667,0.45749,0.0,False
COMPAS,LGB,55,0.05,0.652778,0.683729,0.449393,0.013731,False
COMPAS,LGB,55,0.1,0.635101,0.654479,0.441296,0.025304,False
COMPAS,LGB,55,0.2,0.618056,0.612431,0.417004,0.050307,False
COMPAS,MLP,55,0.0,0.671717,0.691042,0.441296,0.0,False
COMPAS,MLP,55,0.05,0.666035,0.672761,0.433198,0.0126,False
COMPAS,MLP,55,0.1,0.653409,0.652651,0.421053,0.020083,False
COMPAS,MLP,55,0.2,0.637626,0.61426,0.392713,0.042692,False
COMPAS,LR,99,0.0,0.662247,0.72549,0.524648,0.0,False
COMPAS,LR,99,0.05,0.653409,0.713725,0.524648,0.002926,False
COMPAS,LR,99,0.1,0.646465,0.692157,0.53169,0.017551,False
COMPAS,LR,99,0.2,0.640783,0.688235,0.542254,0.01579,False
COMPAS,RF,99,0.0,0.619949,0.654902,0.510563,0.0,False
COMPAS,RF,99,0.05,0.604167,0.627451,0.503521,0.011668,False
COMPAS,RF,99,0.1,0.602273,0.62549,0.482394,0.011735,False
COMPAS,RF,99,0.2,0.583333,0.594118,0.503521,0.024168,False
COMPAS,XGB,99,0.0,0.647727,0.680392,0.485915,0.0,False
COMPAS,XGB,99,0.05,0.640783,0.676471,0.485915,-0.003023,False
COMPAS,XGB,99,0.1,0.630682,0.672549,0.478873,-0.009202,False
COMPAS,XGB,99,0.2,0.616793,0.668627,0.528169,-0.01917,False
COMPAS,LGB,99,0.0,0.651515,0.698039,0.475352,0.0,False
COMPAS,LGB,99,0.05,0.643308,0.692157,0.478873,-0.002325,False
COMPAS,LGB,99,0.1,0.636364,0.688235,0.492958,-0.005348,False
COMPAS,LGB,99,0.2,0.619318,0.688235,0.521127,-0.022393,False
COMPAS,MLP,99,0.0,0.66351,0.754902,0.542254,0.0,False
COMPAS,MLP,99,0.05,0.651515,0.741176,0.538732,0.001731,False
COMPAS,MLP,99,0.1,0.647096,0.723529,0.549296,0.014958,False
COMPAS,MLP,99,0.2,0.638889,0.717647,0.56338,0.012634,False
Taiwan Credit,LR,42,0.0,0.809333,0.236635,0.229412,0.0,False
Taiwan Credit,LR,42,0.05,0.806667,0.222612,0.203529,0.011356,False
Taiwan Credit,LR,42,0.1,0.804889,0.209465,0.185882,0.022725,False
Taiwan Credit,LR,42,0.2,0.799556,0.175285,0.151765,0.051572,False
Taiwan Credit,RF,42,0.0,0.814778,0.376862,0.343529,0.0,False
Taiwan Credit,RF,42,0.05,0.813889,0.353199,0.32,0.022775,False
Taiwan Credit,RF,42,0.1,0.813222,0.333918,0.296471,0.041389,False
Taiwan Credit,RF,42,0.2,0.810222,0.290973,0.255294,0.081334,False
Taiwan Credit,XGB,42,0.0,0.809222,0.361963,0.332941,0.0,False
Taiwan Credit,XGB,42,0.05,0.807556,0.34794,0.318824,0.012356,False
Taiwan Credit,XGB,42,0.1,0.806778,0.330412,0.311765,0.029107,False
Taiwan Credit,XGB,42,0.2,0.805,0.302366,0.265882,0.055375,False
Taiwan Credit,LGB,42,0.0,0.817333,0.366345,0.337647,0.0,False
Taiwan Credit,LGB,42,0.05,0.816333,0.34794,0.316471,0.017405,False
Taiwan Credit,LGB,42,0.1,0.813444,0.326906,0.294118,0.03555,False
Taiwan Credit,LGB,42,0.2,0.809222,0.288344,0.249412,0.069891,False
Taiwan Credit,MLP,42,0.0,0.816,0.388256,0.356471,0.0,False
Taiwan Credit,MLP,42,0.05,0.813333,0.361963,0.332941,0.023626,False
Taiwan Credit,MLP,42,0.1,0.812333,0.343558,0.308235,0.041031,False
Taiwan Credit,MLP,42,0.2,0.808,0.304119,0.267059,0.076137,False
Taiwan Credit,LR,123,0.0,0.807222,0.205624,0.212192,0.0,False
Taiwan Credit,LR,123,0.05,0.805333,0.188928,0.196952,0.014807,False
Taiwan Credit,LR,123,0.1,0.803889,0.173989,0.178195,0.028301,False
Taiwan Credit,LR,123,0.2,0.800222,0.143234,0.152403,0.05539,False
Taiwan Credit,RF,123,0.0,0.816222,0.355888,0.379836,0.0,False
Taiwan Credit,RF,123,0.05,0.817111,0.336555,0.352872,0.020221,False
Taiwan Credit,RF,123,0.1,0.816222,0.318102,0.329426,0.037786,False
Taiwan Credit,RF,123,0.2,0.816778,0.285589,0.304807,0.070854,False
Taiwan Credit,XGB,123,0.0,0.813222,0.357645,0.378664,0.0,False
Taiwan Credit,XGB,123,0.05,0.811556,0.343585,0.345838,0.012393,False
Taiwan Credit,XGB,123,0.1,0.811667,0.323374,0.338804,0.032715,False
Taiwan Credit,XGB,123,0.2,0.807889,0.290861,0.30129,0.06145,False
Taiwan Credit,LGB,123,0.0,0.821889,0.358524,0.372802,0.0,False
Taiwan Credit,LGB,123,0.05,0.820333,0.34007,0.356389,0.016898,False
Taiwan Credit,LGB,123,0.1,0.819111,0.315466,0.343494,0.04028,False
Taiwan Credit,LGB,123,0.2,0.816556,0.278559,0.305979,0.074632,False
Taiwan Credit,MLP,123,0.0,0.820778,0.35413,0.385698,0.0,False
Taiwan Credit,MLP,123,0.05,0.819889,0.338313,0.368113,0.014928,False
Taiwan Credit,MLP,123,0.1,0.817444,0.316344,0.344666,0.034452,False
Taiwan Credit,MLP,123,0.2,0.814111,0.281195,0.309496,0.066268,False
Taiwan Credit,LR,456,0.0,0.813,0.223945,0.238554,0.0,False
Taiwan Credit,LR,456,0.05,0.810667,0.210164,0.222892,0.011448,False
Taiwan Credit,LR,456,0.1,0.810111,0.198105,0.207229,0.022951,False
Taiwan Credit,LR,456,0.2,0.804222,0.167959,0.177108,0.047208,False
Taiwan Credit,RF,456,0.0,0.819556,0.35745,0.379518,0.0,False
Taiwan Credit,RF,456,0.05,0.821111,0.334195,0.36988,0.024811,False
Taiwan Credit,RF,456,0.1,0.818889,0.306632,0.336145,0.050152,False
Taiwan Credit,RF,456,0.2,0.815222,0.265289,0.290361,0.087829,False
Taiwan Credit,XGB,456,0.0,0.814778,0.356589,0.379518,0.0,False
Taiwan Credit,XGB,456,0.05,0.816,0.343669,0.363855,0.014142,False
Taiwan Credit,XGB,456,0.1,0.814222,0.316107,0.354217,0.039927,False
Taiwan Credit,XGB,456,0.2,0.809778,0.284238,0.293976,0.067351,False
Taiwan Credit,LGB,456,0.0,0.823444,0.360896,0.386747,0.0,False
Taiwan Credit,LGB,456,0.05,0.821667,0.342808,0.36506,0.01631,False
Taiwan Credit,LGB,456,0.1,0.821333,0.323859,0.348193,0.034926,False
Taiwan Credit,LGB,456,0.2,0.818778,0.288544,0.308434,0.067685,False
Taiwan Credit,MLP,456,0.0,0.824333,0.338501,0.355422,0.0,False
Taiwan Credit,MLP,456,0.05,0.823889,0.323859,0.340964,0.014198,False
Taiwan Credit,MLP,456,0.1,0.821,0.302326,0.318072,0.032842,False
Taiwan Credit,MLP,456,0.2,0.816556,0.26615,0.286747,0.064574,False
Taiwan Credit,LR,1,0.0,0.810222,0.231383,0.239861,0.0,False
Taiwan Credit,LR,1,0.05,0.806889,0.210993,0.219003,0.017057,False
Taiwan Credit,LR,1,0.1,0.804333,0.183511,0.208575,0.041983,False
Taiwan Credit,LR,1,0.2,0.799111,0.150709,0.172654,0.069563,False
Taiwan Credit,RF,1,0.0,0.815556,0.370567,0.384705,0.0,False
Taiwan Credit,RF,1,0.05,0.815444,0.342199,0.363847,0.028258,False
Taiwan Credit,RF,1,0.1,0.813111,0.31117,0.341831,0.056953,False
Taiwan Credit,RF,1,0.2,0.810556,0.257092,0.30591,0.108475,False
Taiwan Credit,XGB,1,0.0,0.810111,0.360816,0.368482,0.0,False
Taiwan Credit,XGB,1,0.05,0.807444,0.335106,0.351101,0.023043,False
Taiwan Credit,XGB,1,0.1,0.806444,0.304965,0.341831,0.052184,False
Taiwan Credit,XGB,1,0.2,0.802444,0.269504,0.300116,0.083645,False
Taiwan Credit,LGB,1,0.0,0.816778,0.362589,0.381228,0.0,False
Taiwan Credit,LGB,1,0.05,0.814444,0.33422,0.363847,0.026035,False
Taiwan Credit,LGB,1,0.1,0.812778,0.302305,0.341831,0.056284,False
Taiwan Credit,LGB,1,0.2,0.810111,0.258865,0.300116,0.097057,False
Taiwan Credit,MLP,1,0.0,0.818,0.359043,0.392816,0.0,False
Taiwan Credit,MLP,1,0.05,0.816222,0.340426,0.368482,0.016839,False
Taiwan Credit,MLP,1,0.1,0.814556,0.319149,0.346466,0.036449,False
Taiwan Credit,MLP,1,0.2,0.811556,0.272163,0.30591,0.080435,False
Taiwan Credit,LR,7,0.0,0.809222,0.225691,0.236782,0.0,False
Taiwan Credit,LR,7,0.05,0.807889,0.208742,0.221839,0.015616,False
Taiwan Credit,LR,7,0.1,0.805111,0.194469,0.204598,0.027111,False
Taiwan Credit,LR,7,0.2,0.800889,0.172168,0.165517,0.04519,False
Taiwan Credit,RF,7,0.0,0.819333,0.373773,0.388506,0.0,False
Taiwan Credit,RF,7,0.05,0.820556,0.355932,0.372414,0.019063,False
Taiwan Credit,RF,7,0.1,0.816222,0.323818,0.341379,0.046844,False
Taiwan Credit,RF,7,0.2,0.810111,0.287244,0.28046,0.077308,False
Taiwan Credit,XGB,7,0.0,0.814889,0.361285,0.388506,0.0,False
Taiwan Credit,XGB,7,0.05,0.813444,0.348796,0.374713,0.011044,False
Taiwan Credit,XGB,7,0.1,0.811889,0.331847,0.349425,0.026438,False
Taiwan Credit,XGB,7,0.2,0.807778,0.307761,0.302299,0.046413,False
Taiwan Credit,LGB,7,0.0,0.822,0.368421,0.386207,0.0,False
Taiwan Credit,LGB,7,0.05,0.821222,0.353256,0.368966,0.014387,False
Taiwan Credit,LGB,7,0.1,0.817778,0.328278,0.345977,0.035921,False
Taiwan Credit,LGB,7,0.2,0.812,0.287244,0.291954,0.071178,False
Taiwan Credit,MLP,7,0.0,0.821444,0.41124,0.441379,0.0,False
Taiwan Credit,MLP,7,0.05,0.82,0.387154,0.422989,0.022641,False
Taiwan Credit,MLP,7,0.1,0.817889,0.364853,0.401149,0.042832,False
Taiwan Credit,MLP,7,0.2,0.814222,0.326494,0.348276,0.077524,False
Taiwan Credit,LR,13,0.0,0.807889,0.208036,0.230769,0.0,False
Taiwan Credit,LR,13,0.05,0.804556,0.191964,0.211251,0.012738,False
Taiwan Credit,LR,13,0.1,0.802778,0.174107,0.200918,0.028817,False
Taiwan Credit,LR,13,0.2,0.801333,0.152679,0.176808,0.048802,False
Taiwan Credit,RF,13,0.0,0.814556,0.347321,0.377727,0.0,False
Taiwan Credit,RF,13,0.05,0.811444,0.320536,0.340987,0.023675,False
Taiwan Credit,RF,13,0.1,0.809889,0.304464,0.320321,0.03819,False
Taiwan Credit,RF,13,0.2,0.810444,0.265179,0.293915,0.078032,False
Taiwan Credit,XGB,13,0.0,0.810556,0.342857,0.357061,0.0,False
Taiwan Credit,XGB,13,0.05,0.809222,0.31875,0.332951,0.022774,False
Taiwan Credit,XGB,13,0.1,0.806444,0.299107,0.314581,0.039639,False
Taiwan Credit,XGB,13,0.2,0.803556,0.259821,0.277842,0.076036,False
Taiwan Credit,LGB,13,0.0,0.818667,0.333036,0.361653,0.0,False
Taiwan Credit,LGB,13,0.05,0.815333,0.308036,0.342135,0.021667,False
Taiwan Credit,LGB,13,0.1,0.812556,0.286607,0.319173,0.040317,False
Taiwan Credit,LGB,13,0.2,0.809889,0.250893,0.280138,0.073365,False
Taiwan Credit,MLP,13,0.0,0.816778,0.333929,0.373134,0.0,False
Taiwan Credit,MLP,13,0.05,0.815667,0.313393,0.353617,0.019425,False
Taiwan Credit,MLP,13,0.1,0.813,0.295536,0.326062,0.034615,False
Taiwan Credit,MLP,13,0.2,0.810111,0.259821,0.28473,0.06744,False
Taiwan Credit,LR,21,0.0,0.812222,0.231465,0.238418,0.0,False
Taiwan Credit,LR,21,0.05,0.809889,0.210669,0.220339,0.018462,False
Taiwan Credit,LR,21,0.1,0.807889,0.195298,0.20678,0.031833,False
Taiwan Credit,LR,21,0.2,0.804778,0.16094,0.183051,0.06308,False
Taiwan Credit,RF,21,0.0,0.818556,0.377034,0.375141,0.0,False
Taiwan Credit,RF,21,0.05,0.818,0.358951,0.342373,0.017528,False
Taiwan Credit,RF,21,0.1,0.819,0.330922,0.333333,0.046557,False
Taiwan Credit,RF,21,0.2,0.817222,0.29566,0.292655,0.080041,False
Taiwan Credit,XGB,21,0.0,0.817667,0.36528,0.360452,0.0,False
Taiwan Credit,XGB,21,0.05,0.818,0.348101,0.332203,0.017512,False
Taiwan Credit,XGB,21,0.1,0.814111,0.32821,0.311864,0.033515,False
Taiwan Credit,XGB,21,0.2,0.810778,0.293852,0.270056,0.06454,False
Taiwan Credit,LGB,21,0.0,0.824444,0.375226,0.378531,0.0,False
Taiwan Credit,LGB,21,0.05,0.822556,0.353526,0.343503,0.019811,False
Taiwan Credit,LGB,21,0.1,0.821444,0.339964,0.329944,0.032262,False
Taiwan Credit,LGB,21,0.2,0.817222,0.298373,0.282486,0.069631,False
Taiwan Credit,MLP,21,0.0,0.825,0.369801,0.388701,0.0,False
Taiwan Credit,MLP,21,0.05,0.822222,0.350814,0.354802,0.01621,False
Taiwan Credit,MLP,21,0.1,0.821111,0.336347,0.336723,0.029565,False
Taiwan Credit,MLP,21,0.2,0.817,0.301989,0.289266,0.059812,False
Taiwan Credit,LR,37,0.0,0.807889,0.210256,0.235079,0.0,False
Taiwan Credit,LR,37,0.05,0.805556,0.194872,0.218027,0.013051,False
Taiwan Credit,LR,37,0.1,0.803222,0.181197,0.200974,0.024393,False
Taiwan Credit,LR,37,0.2,0.799889,0.141026,0.17296,0.061231,False
Taiwan Credit,RF,37,0.0,0.816556,0.341026,0.378806,0.0,False
Taiwan Credit,RF,37,0.05,0.815556,0.321368,0.353228,0.018658,False
Taiwan Credit,RF,37,0.1,0.812778,0.298291,0.326431,0.038957,False
Taiwan Credit,RF,37,0.2,0.810111,0.257265,0.286236,0.077316,False
Taiwan Credit,XGB,37,0.0,0.812111,0.331624,0.367844,0.0,False
Taiwan Credit,XGB,37,0.05,0.809333,0.324786,0.331303,0.00406,False
Taiwan Credit,XGB,37,0.1,0.808111,0.304274,0.321559,0.02335,False
Taiwan Credit,XGB,37,0.2,0.805222,0.257265,0.288672,0.06747,False
Taiwan Credit,LGB,37,0.0,0.819111,0.344444,0.393423,0.0,False
Taiwan Credit,LGB,37,0.05,0.817111,0.329915,0.360536,0.01253,False
Taiwan Credit,LGB,37,0.1,0.815667,0.31453,0.344702,0.02647,False
Taiwan Credit,LGB,37,0.2,0.815,0.276923,0.308161,0.06341,False
Taiwan Credit,MLP,37,0.0,0.820444,0.342735,0.392205,0.0,False
Taiwan Credit,MLP,37,0.05,0.818444,0.330769,0.3581,0.009966,False
Taiwan Credit,MLP,37,0.1,0.816667,0.311966,0.333739,0.026991,False
Taiwan Credit,MLP,37,0.2,0.812444,0.270085,0.287454,0.06465,False
Taiwan Credit,LR,55,0.0,0.809667,0.239033,0.254005,0.0,False
Taiwan Credit,LR,55,0.05,0.807444,0.229185,0.234554,0.007626,False
Taiwan Credit,LR,55,0.1,0.804889,0.212175,0.217391,0.02208,False
Taiwan Credit,LR,55,0.2,0.801556,0.178156,0.186499,0.052766,False
Taiwan Credit,RF,55,0.0,0.814333,0.365264,0.394737,0.0,False
Taiwan Credit,RF,55,0.05,0.814,0.342883,0.360412,0.022048,False
Taiwan Credit,RF,55,0.1,0.812778,0.327663,0.330664,0.036045,False
Taiwan Credit,RF,55,0.2,0.809889,0.288272,0.282609,0.072547,False
Taiwan Credit,XGB,55,0.0,0.811889,0.366159,0.381007,0.0,False
Taiwan Credit,XGB,55,0.05,0.811111,0.350045,0.372998,0.015337,False
Taiwan Credit,XGB,55,0.1,0.808,0.331244,0.347826,0.031026,False
Taiwan Credit,XGB,55,0.2,0.802667,0.287377,0.305492,0.06956,False
Taiwan Credit,LGB,55,0.0,0.818444,0.362578,0.394737,0.0,False
Taiwan Credit,LGB,55,0.05,0.816,0.339302,0.369565,0.020832,False
Taiwan Credit,LGB,55,0.1,0.814333,0.321397,0.346682,0.037071,False
Taiwan Credit,LGB,55,0.2,0.807667,0.28111,0.290618,0.07069,False
Taiwan Credit,MLP,55,0.0,0.816667,0.38496,0.41762,0.0,False
Taiwan Credit,MLP,55,0.05,0.814667,0.361683,0.395881,0.021277,False
Taiwan Credit,MLP,55,0.1,0.814333,0.346464,0.375286,0.036163,False
Taiwan Credit,MLP,55,0.2,0.809889,0.306177,0.324943,0.072005,False
Taiwan Credit,LR,99,0.0,0.808333,0.216117,0.216908,0.0,False
Taiwan Credit,LR,99,0.05,0.806889,0.204212,0.197998,0.01046,False
Taiwan Credit,LR,99,0.1,0.803333,0.181319,0.181313,0.029799,False
Taiwan Credit,LR,99,0.2,0.800222,0.159341,0.151279,0.048665,False
Taiwan Credit,RF,99,0.0,0.815556,0.358059,0.363737,0.0,False
Taiwan Credit,RF,99,0.05,0.813222,0.327839,0.341491,0.027886,False
Taiwan Credit,RF,99,0.1,0.813,0.304029,0.321468,0.051474,False
Taiwan Credit,RF,99,0.2,0.812556,0.276557,0.275862,0.078502,False
Taiwan Credit,XGB,99,0.0,0.816111,0.370879,0.39822,0.0,False
Taiwan Credit,XGB,99,0.05,0.812444,0.342491,0.369299,0.024722,False
Taiwan Credit,XGB,99,0.1,0.809889,0.317766,0.34594,0.046891,False
Taiwan Credit,XGB,99,0.2,0.807,0.295788,0.296997,0.06598,False
Taiwan Credit,LGB,99,0.0,0.822111,0.367216,0.384872,0.0,False
Taiwan Credit,LGB,99,0.05,0.819667,0.347985,0.355951,0.016786,False
Taiwan Credit,LGB,99,0.1,0.818111,0.327839,0.328142,0.035377,False
Taiwan Credit,LGB,99,0.2,0.812444,0.287546,0.282536,0.070004,False
Taiwan Credit,MLP,99,0.0,0.821,0.369963,0.39822,0.0,False
Taiwan Credit,MLP,99,0.05,0.817889,0.34707,0.370412,0.019783,False
Taiwan Credit,MLP,99,0.1,0.814556,0.321429,0.342603,0.04209,False
Taiwan Credit,MLP,99,0.2,0.811333,0.288462,0.301446,0.071835,False
German Credit,LR,42,0.0,0.69,0.888889,0.870748,0.0,True
German Credit,LR,42,0.05,0.676667,0.84127,0.870748,0.034286,True
German Credit,LR,42,0.1,0.676667,0.857143,0.870748,0.018413,True
German Credit,LR,42,0.2,0.676667,0.888889,0.877551,-0.013333,True
German Credit,RF,42,0.0,0.753333,0.904762,0.911565,0.0,True
German Credit,RF,42,0.05,0.753333,0.888889,0.897959,0.015873,True
German Credit,RF,42,0.1,0.723333,0.857143,0.863946,0.017619,True
German Credit,RF,42,0.2,0.683333,0.809524,0.836735,0.025238,True
German Credit,XGB,42,0.0,0.72,0.809524,0.863946,0.0,True
German Credit,XGB,42,0.05,0.71,0.793651,0.843537,0.005873,True
German Credit,XGB,42,0.1,0.706667,0.777778,0.836735,0.018413,True
German Credit,XGB,42,0.2,0.683333,0.730159,0.795918,0.042698,True
German Credit,LGB,42,0.0,0.73,0.888889,0.85034,0.0,True
German Credit,LGB,42,0.05,0.736667,0.888889,0.85034,0.006667,True
German Credit,LGB,42,0.1,0.726667,0.873016,0.843537,0.01254,True
German Credit,LGB,42,0.2,0.71,0.84127,0.829932,0.027619,True
German Credit,MLP,42,0.0,0.7,1.0,1.0,0.0,True
German Credit,MLP,42,0.05,0.7,1.0,1.0,0.0,True
German Credit,MLP,42,0.1,0.7,1.0,1.0,0.0,True
German Credit,MLP,42,0.2,0.7,1.0,1.0,0.0,True
German Credit,LR,123,0.0,0.706667,0.921875,0.863014,0.0,True
German Credit,LR,123,0.05,0.713333,0.9375,0.863014,-0.008958,True
German Credit,LR,123,0.1,0.716667,0.953125,0.856164,-0.02125,True
German Credit,LR,123,0.2,0.7,0.921875,0.876712,-0.006667,True
German Credit,RF,123,0.0,0.763333,0.90625,0.876712,0.0,True
German Credit,RF,123,0.05,0.756667,0.875,0.863014,0.024583,True
German Credit,RF,123,0.1,0.74,0.875,0.856164,0.007917,True
German Credit,RF,123,0.2,0.706667,0.828125,0.780822,0.021458,True
German Credit,XGB,123,0.0,0.753333,0.8125,0.835616,0.0,True
German Credit,XGB,123,0.05,0.726667,0.796875,0.80137,-0.011042,True
German Credit,XGB,123,0.1,0.69,0.734375,0.760274,0.014792,True
German Credit,XGB,123,0.2,0.673333,0.6875,0.726027,0.045,True
German Credit,LGB,123,0.0,0.736667,0.890625,0.808219,0.0,True
German Credit,LGB,123,0.05,0.733333,0.875,0.808219,0.012292,True
German Credit,LGB,123,0.1,0.71,0.8125,0.773973,0.051458,True
German Credit,LGB,123,0.2,0.686667,0.71875,0.726027,0.121875,True
German Credit,MLP,123,0.0,0.7,1.0,1.0,0.0,True
German Credit,MLP,123,0.05,0.7,1.0,1.0,0.0,True
German Credit,MLP,123,0.1,0.7,1.0,1.0,0.0,True
German Credit,MLP,123,0.2,0.7,1.0,1.0,0.0,True
German Credit,LR,456,0.0,0.723333,0.944444,0.884615,0.0,True
German Credit,LR,456,0.05,0.713333,0.962963,0.865385,-0.028519,True
German Credit,LR,456,0.1,0.713333,0.944444,0.878205,-0.01,True
German Credit,LR,456,0.2,0.693333,0.925926,0.852564,-0.011481,True
German Credit,RF,456,0.0,0.733333,0.907407,0.891026,0.0,True
German Credit,RF,456,0.05,0.723333,0.925926,0.884615,-0.028519,True
German Credit,RF,456,0.1,0.733333,0.925926,0.903846,-0.018519,True
German Credit,RF,456,0.2,0.723333,0.925926,0.858974,-0.028519,True
German Credit,XGB,456,0.0,0.743333,0.888889,0.846154,0.0,True
German Credit,XGB,456,0.05,0.74,0.907407,0.833333,-0.021852,True
German Credit,XGB,456,0.1,0.73,0.907407,0.807692,-0.031852,True
German Credit,XGB,456,0.2,0.706667,0.888889,0.75641,-0.036667,True
German Credit,LGB,456,0.0,0.746667,0.907407,0.858974,0.0,True
German Credit,LGB,456,0.05,0.746667,0.907407,0.858974,0.0,True
German Credit,LGB,456,0.1,0.736667,0.907407,0.839744,-0.01,True
German Credit,LGB,456,0.2,0.733333,0.888889,0.807692,0.005185,True
German Credit,MLP,456,0.0,0.7,1.0,1.0,0.0,True
German Credit,MLP,456,0.05,0.7,1.0,1.0,0.0,True
German Credit,MLP,456,0.1,0.7,1.0,1.0,0.0,True
German Credit,MLP,456,0.2,0.7,1.0,1.0,0.0,True
German Credit,LR,1,0.0,0.713333,0.945455,0.903226,0.0,True
German Credit,LR,1,0.05,0.723333,0.927273,0.916129,0.028182,True
German Credit,LR,1,0.1,0.713333,0.909091,0.916129,0.036364,True
German Credit,LR,1,0.2,0.73,0.945455,0.929032,0.016667,True
German Credit,RF,1,0.0,0.743333,0.945455,0.935484,0.0,True
German Credit,RF,1,0.05,0.743333,0.945455,0.922581,0.0,True
German Credit,RF,1,0.1,0.736667,0.909091,0.916129,0.029697,True
German Credit,RF,1,0.2,0.723333,0.890909,0.883871,0.034545,True
German Credit,XGB,1,0.0,0.783333,0.890909,0.909677,0.0,True
German Credit,XGB,1,0.05,0.773333,0.854545,0.890323,0.026364,True
German Credit,XGB,1,0.1,0.76,0.854545,0.877419,0.01303,True
German Credit,XGB,1,0.2,0.72,0.818182,0.819355,0.009394,True
German Credit,LGB,1,0.0,0.78,0.945455,0.916129,0.0,True
German Credit,LGB,1,0.05,0.773333,0.909091,0.890323,0.029697,True
German Credit,LGB,1,0.1,0.753333,0.872727,0.864516,0.046061,True
German Credit,LGB,1,0.2,0.726667,0.8,0.806452,0.092121,True
German Credit,MLP,1,0.0,0.7,1.0,1.0,0.0,True
German Credit,MLP,1,0.05,0.7,1.0,1.0,0.0,True
German Credit,MLP,1,0.1,0.7,1.0,1.0,0.0,True
German Credit,MLP,1,0.2,0.7,1.0,1.0,0.0,True
German Credit,LR,7,0.0,0.703333,0.933333,0.853333,0.0,True
German Credit,LR,7,0.05,0.706667,0.933333,0.853333,0.003333,True
German Credit,LR,7,0.1,0.7,0.933333,0.846667,-0.003333,True
German Credit,LR,7,0.2,0.706667,0.95,0.873333,-0.013333,True
German Credit,RF,7,0.0,0.763333,0.933333,0.926667,0.0,True
German Credit,RF,7,0.05,0.756667,0.916667,0.886667,0.01,True
German Credit,RF,7,0.1,0.753333,0.916667,0.886667,0.006667,True
German Credit,RF,7,0.2,0.74,0.9,0.873333,0.01,True
German Credit,XGB,7,0.0,0.76,0.866667,0.866667,0.0,True
German Credit,XGB,7,0.05,0.733333,0.8,0.833333,0.04,True
German Credit,XGB,7,0.1,0.723333,0.833333,0.813333,-0.003333,True
German Credit,XGB,7,0.2,0.7,0.783333,0.793333,0.023333,True
German Credit,LGB,7,0.0,0.77,0.95,0.866667,0.0,True
German Credit,LGB,7,0.05,0.76,0.916667,0.84,0.023333,True
German Credit,LGB,7,0.1,0.76,0.916667,0.826667,0.023333,True
German Credit,LGB,7,0.2,0.706667,0.833333,0.8,0.053333,True
German Credit,MLP,7,0.0,0.7,1.0,1.0,0.0,True
German Credit,MLP,7,0.05,0.7,1.0,1.0,0.0,True
German Credit,MLP,7,0.1,0.7,1.0,1.0,0.0,True
German Credit,MLP,7,0.2,0.7,1.0,1.0,0.0,True
German Credit,LR,13,0.0,0.7,0.925926,0.903846,0.0,True
German Credit,LR,13,0.05,0.71,0.944444,0.910256,-0.008519,True
German Credit,LR,13,0.1,0.71,0.907407,0.916667,0.028519,True
German Credit,LR,13,0.2,0.693333,0.888889,0.903846,0.03037,True
German Credit,RF,13,0.0,0.756667,0.87037,0.923077,0.0,True
German Credit,RF,13,0.05,0.753333,0.851852,0.923077,0.015185,True
German Credit,RF,13,0.1,0.74,0.888889,0.897436,-0.035185,True
German Credit,RF,13,0.2,0.706667,0.796296,0.871795,0.024074,True
German Credit,XGB,13,0.0,0.74,0.87037,0.865385,0.0,True
German Credit,XGB,13,0.05,0.73,0.851852,0.846154,0.008519,True
German Credit,XGB,13,0.1,0.72,0.851852,0.826923,-0.001481,True
German Credit,XGB,13,0.2,0.723333,0.851852,0.801282,0.001852,True
German Credit,LGB,13,0.0,0.746667,0.925926,0.865385,0.0,True
German Credit,LGB,13,0.05,0.733333,0.888889,0.846154,0.023704,True
German Credit,LGB,13,0.1,0.726667,0.888889,0.839744,0.017037,True
German Credit,LGB,13,0.2,0.723333,0.851852,0.814103,0.050741,True
German Credit,MLP,13,0.0,0.693333,1.0,0.967949,0.0,True
German Credit,MLP,13,0.05,0.686667,1.0,0.961538,-0.006667,True
German Credit,MLP,13,0.1,0.69,1.0,0.961538,-0.003333,True
German Credit,MLP,13,0.2,0.683333,1.0,0.955128,-0.01,True
German Credit,LR,21,0.0,0.71,0.928571,0.87013,0.0,True
German Credit,LR,21,0.05,0.706667,0.892857,0.883117,0.032381,True
German Credit,LR,21,0.1,0.716667,0.910714,0.883117,0.024524,True
German Credit,LR,21,0.2,0.703333,0.910714,0.883117,0.01119,True
German Credit,RF,21,0.0,0.723333,0.785714,0.896104,0.0,True
German Credit,RF,21,0.05,0.726667,0.767857,0.896104,0.02119,True
German Credit,RF,21,0.1,0.73,0.803571,0.88961,-0.01119,True
German Credit,RF,21,0.2,0.69,0.785714,0.844156,-0.033333,True
German Credit,XGB,21,0.0,0.74,0.767857,0.863636,0.0,True
German Credit,XGB,21,0.05,0.723333,0.714286,0.837662,0.036905,True
